conversation_id,customer_message,agent_response
605214,How do I start a chat? I can see the email options but no chat. My Alexa app is on IOS by the way. This is where household profile should be?,"The chat is available 7 days a week from 06.00 to midnight, local UK time. Did you use the link previously provided to access our contact options?"
606103,Yes name and address. Refund doesn't help me as delay of payment=delayed order=next day cut off time. Had to borrow money cos of this,Are these unknown orders being made from your account? Does anyone else have access to the account?
606182,What the hell you guys are still doing .. really you don't think a bit about your customers you fools can't stay on your own words. Why you all are asking more times. Every time your promise got failed. #CheaterAmazon,"I understand waiting for the concern to be resolved is tiresome. However, I'd request you to allow us with the time requested via email and we'll reach out to you with an update soon. Appreciate your understanding."
606236,Any tickets left for 24th May 2019 in Birmingham? It's letting me select the tickets I want but won't let me complete the order,"There still appear to be tickets in stock when I checked for that date Evie, are you receiving a particular error message when attempting to complete your order?"
607297,"hi team! i m planning to get Apple AirPods ! it shows on the website it has 10 days replacement warranty, can u explain me what is it ?",We've a 10days replacement policy if the item you received is damaged or defective.
609419,hey guys- ordered #405-5247225-0826710 on 18 Nov. Still gotten nothing. Please help,Apologies for the delay on the order. Allow our support team to investigate this. You can report this here: .Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. .
609449,"Ah mais moi je m'en contrefous de ce que vous faites, tout ce qui m'intéresse c'est d'obtenir ce que je cherche au meilleur prix.","Nous nous efforçons de vous proposer des promotions sur une large gamme d'articles. Restez connecté, toutes nos offres seront disponibles sur le site."
612634,". saved my life this morning, in more ways than one! Thank you!! 🤗🤗🤗","You're welcome, glad to hear we could help! Thanks for the great feedback! 😊"
612694,Thank you. It was Friday 17th November.,"Thank you for confirming. When you spoke with us, did we explain why a refund has not been processed? Have we provided an updated delivery date?"
616929,Si la entrega en un dia no me llega en un dia tengo derecho a algun tipo de reembolso? He pagado 6 euros por algo y me pedido no ha llegado cuando tenia que llegar ayer y a las 3 de la tarde tampoco ha llegado aún,"Sentimos cualquier inconveniente, ¿nos podrías informar, si te ha llegado algún correo confirmando que tu pedido ya ha sido enviado?"
616949,If they’re not entering & trespassing in the house they’re leaving parcels out on the doorstep in the rain for anyone to steal. you guys are on fire lately. 🤨,"Apologies Koval. Have you been in touch directly about your recent order issues? If so, what was advised?"
617030,Why get Prime if they don't deliver on time?,I'm sorry for any trouble! We strive to provide the best customer service we can and we want your package delivered on time. Did we miss the Delivery date given in your confirmation e-mail for your package? Please let us know!
617053,Waited all day for a package ordered with guaranteed morning delivery. It was a gift package and planned to gift it to my father. It was his birthday. And thanks to Amazon that wasn't possible. #amazon #sad,We are sorry for the miss. This was unintentional. We certainly do not want our customers to have such experience with us. Kindly get in touch with our support team here: so that we can do the needful.
619146,ive managed to speak to someone and hopefully hear back in 3 working days,Let us know if you need any further help.
